0,1
0,3
0,7
1,0
1,2
1,6
2,1
2,3
2,5
3,0
3,2
3,4
4,3
4,5
4,7
5,2
5,4
5,6
6,1
6,5
6,7
7,6
7,4
7,0
8,0
8,1
8,2
8,3
8,4
8,5
8,6
8,7
