0,1
0,3
0,7
1,0
1,2
1,6
2,1
2,3
2,5
3,0
3,2
3,4
4,3
4,5
4,7
5,2
5,4
5,6
6,1
6,5
6,7
7,6
7,4
7,0
8,0
8,3
8,4
8,7
9,0
9,1
9,6
9,7
10,2
10,3
10,4
10,5
11,1
11,2
11,5
11,6
12,4
12,5
12,6
12,7
13,0
13,1
13,2
13,3
