50,111.8,0
0,0,0
100,0,0
100,89.4,44.7
0,89.4,44.7
50,44.7,22.4
0,0,0
100,0,0
100,89.4,44.7
0,89.4,44.7
50,44.7,22.4
0,22.4,67.1
50,67.1,89.4
100,22.4,67.1
100,44.7,134.2
0,44.7,134.2
50,0,111.8
100,44.7,134.2
0,44.7,134.2
50,0,111.8
50,22.4,178.9
100,0,223.6
0,0,223.6
100,0,223.6
0,0,223.6
100,223.6,0
0,223.6,0
100,223.6,0
0,223.6,0
0,156.5,22.4
50,111.8,0
50,201.2,44.7
100,156.5,22.4
0,89.4,44.7
100,89.4,44.7
100,178.9,89.4
0,178.9,89.4
50,134.2,67.1
0,89.4,44.7
100,89.4,44.7
100,178.9,89.4
0,178.9,89.4
50,134.2,67.1
0,111.8,111.8
50,67.1,89.4
50,156.5,134.2
100,111.8,111.8
0,44.7,134.2
100,44.7,134.2
100,134.2,178.9
0,134.2,178.9
50,89.4,156.5
0,44.7,134.2
100,44.7,134.2
100,134.2,178.9
0,134.2,178.9
50,89.4,156.5
0,67.1,201.2
50,22.4,178.9
50,111.8,223.6
100,67.1,201.2
0,0,223.6
100,0,223.6
100,89.4,268.3
0,89.4,268.3
50,44.7,246
0,0,223.6
100,0,223.6
100,89.4,268.3
0,89.4,268.3
50,44.7,246
0,22.4,290.7
50,67.1,313
100,22.4,290.7
100,44.7,357.8
0,44.7,357.8
50,0,335.4
100,44.7,357.8
0,44.7,357.8
50,0,335.4
50,22.4,402.5
100,0,447.2
0,0,447.2
100,0,447.2
0,0,447.2
50,335.4,0
0,223.6,0
100,223.6,0
100,313,44.7
0,313,44.7
50,268.3,22.4
0,223.6,0
100,223.6,0
100,313,44.7
0,313,44.7
50,268.3,22.4
0,246,67.1
50,201.2,44.7
50,290.7,89.4
100,246,67.1
0,178.9,89.4
100,178.9,89.4
100,268.3,134.2
0,268.3,134.2
50,223.6,111.8
0,178.9,89.4
100,178.9,89.4
100,268.3,134.2
0,268.3,134.2
50,223.6,111.8
0,201.2,156.5
50,156.5,134.2
50,246,178.9
100,201.2,156.5
0,134.2,178.9
100,134.2,178.9
100,223.6,223.6
0,223.6,223.6
50,178.9,201.2
0,134.2,178.9
100,134.2,178.9
100,223.6,223.6
0,223.6,223.6
50,178.9,201.2
0,156.5,246
50,111.8,223.6
50,201.2,268.3
100,156.5,246
0,89.4,268.3
100,89.4,268.3
100,178.9,313
0,178.9,313
50,134.2,290.7
0,89.4,268.3
100,89.4,268.3
100,178.9,313
0,178.9,313
50,134.2,290.7
0,111.8,335.4
50,67.1,313
50,156.5,357.8
100,111.8,335.4
0,44.7,357.8
100,44.7,357.8
100,134.2,402.5
0,134.2,402.5
50,89.4,380.1
0,44.7,357.8
100,44.7,357.8
100,134.2,402.5
0,134.2,402.5
50,89.4,380.1
0,67.1,424.9
50,22.4,402.5
50,111.8,447.2
100,67.1,424.9
0,0,447.2
100,0,447.2
100,89.4,491.9
0,89.4,491.9
50,44.7,469.6
0,0,447.2
100,0,447.2
100,89.4,491.9
0,89.4,491.9
50,44.7,469.6
0,22.4,514.3
50,67.1,536.7
100,22.4,514.3
100,44.7,581.4
0,44.7,581.4
50,0,559
100,44.7,581.4
0,44.7,581.4
50,0,559
50,22.4,626.1
100,0,670.8
0,0,670.8
100,447.2,0
0,447.2,0
100,447.2,0
0,447.2,0
0,380.1,22.4
50,335.4,0
50,424.9,44.7
100,380.1,22.4
0,313,44.7
100,313,44.7
100,402.5,89.4
0,402.5,89.4
50,357.8,67.1
0,313,44.7
100,313,44.7
100,402.5,89.4
0,402.5,89.4
50,357.8,67.1
0,335.4,111.8
50,290.7,89.4
50,380.1,134.2
100,335.4,111.8
0,268.3,134.2
100,268.3,134.2
100,357.8,178.9
0,357.8,178.9
50,313,156.5
0,268.3,134.2
100,268.3,134.2
100,357.8,178.9
0,357.8,178.9
50,313,156.5
0,290.7,201.2
50,246,178.9
50,335.4,223.6
100,290.7,201.2
0,223.6,223.6
100,223.6,223.6
100,313,268.3
0,313,268.3
50,268.3,246
0,223.6,223.6
100,223.6,223.6
100,313,268.3
0,313,268.3
50,268.3,246
0,246,290.7
50,201.2,268.3
50,290.7,313
100,246,290.7
0,178.9,313
100,178.9,313
100,268.3,357.8
0,268.3,357.8
50,223.6,335.4
0,178.9,313
100,178.9,313
100,268.3,357.8
0,268.3,357.8
50,223.6,335.4
0,201.2,380.1
50,156.5,357.8
50,246,402.5
100,201.2,380.1
0,134.2,402.5
100,134.2,402.5
100,223.6,447.2
0,223.6,447.2
50,178.9,424.9
0,134.2,402.5
100,134.2,402.5
100,223.6,447.2
0,223.6,447.2
50,178.9,424.9
0,156.5,469.6
50,111.8,447.2
50,201.2,491.9
100,156.5,469.6
0,89.4,491.9
100,89.4,491.9
100,178.9,536.7
0,178.9,536.7
50,134.2,514.3
0,89.4,491.9
100,89.4,491.9
100,178.9,536.7
0,178.9,536.7
50,134.2,514.3
0,111.8,559
50,67.1,536.7
50,156.5,581.4
100,111.8,559
0,44.7,581.4
100,44.7,581.4
100,134.2,626.1
0,134.2,626.1
50,89.4,603.7
0,44.7,581.4
100,44.7,581.4
100,134.2,626.1
0,134.2,626.1
50,89.4,603.7
0,67.1,648.5
50,22.4,626.1
50,111.8,670.8
100,67.1,648.5
0,0,670.8
100,0,670.8
50,559,0
0,447.2,0
100,447.2,0
100,536.7,44.7
0,536.7,44.7
50,491.9,22.4
0,447.2,0
100,447.2,0
100,536.7,44.7
0,536.7,44.7
50,491.9,22.4
0,469.6,67.1
50,424.9,44.7
50,514.3,89.4
100,469.6,67.1
0,402.5,89.4
100,402.5,89.4
100,491.9,134.2
0,491.9,134.2
50,447.2,111.8
0,402.5,89.4
100,402.5,89.4
100,491.9,134.2
0,491.9,134.2
50,447.2,111.8
0,424.9,156.5
50,380.1,134.2
50,469.6,178.9
100,424.9,156.5
0,357.8,178.9
100,357.8,178.9
100,447.2,223.6
0,447.2,223.6
50,402.5,201.2
0,357.8,178.9
100,357.8,178.9
100,447.2,223.6
0,447.2,223.6
50,402.5,201.2
0,380.1,246
50,335.4,223.6
50,424.9,268.3
100,380.1,246
0,313,268.3
100,313,268.3
100,402.5,313
0,402.5,313
50,357.8,290.7
0,313,268.3
100,313,268.3
100,402.5,313
0,402.5,313
50,357.8,290.7
0,335.4,335.4
50,290.7,313
50,380.1,357.8
100,335.4,335.4
0,268.3,357.8
100,268.3,357.8
100,357.8,402.5
0,357.8,402.5
50,313,380.1
0,268.3,357.8
100,268.3,357.8
100,357.8,402.5
0,357.8,402.5
50,313,380.1
0,290.7,424.9
50,246,402.5
50,335.4,447.2
100,290.7,424.9
0,223.6,447.2
100,223.6,447.2
100,313,491.9
0,313,491.9
50,268.3,469.6
0,223.6,447.2
100,223.6,447.2
100,313,491.9
0,313,491.9
50,268.3,469.6
0,246,514.3
50,201.2,491.9
50,290.7,536.7
100,246,514.3
0,178.9,536.7
100,178.9,536.7
100,268.3,581.4
0,268.3,581.4
50,223.6,559
0,178.9,536.7
100,178.9,536.7
100,268.3,581.4
0,268.3,581.4
50,223.6,559
0,201.2,603.7
50,156.5,581.4
50,246,626.1
100,201.2,603.7
0,134.2,626.1
100,134.2,626.1
100,223.6,670.8
0,223.6,670.8
50,178.9,648.5
0,134.2,626.1
100,134.2,626.1
100,223.6,670.8
0,223.6,670.8
50,178.9,648.5
50,111.8,670.8
100,670.8,0
0,670.8,0
100,670.8,0
0,670.8,0
0,603.7,22.4
50,559,0
50,648.5,44.7
100,603.7,22.4
0,536.7,44.7
100,536.7,44.7
100,626.1,89.4
0,626.1,89.4
50,581.4,67.1
0,536.7,44.7
100,536.7,44.7
100,626.1,89.4
0,626.1,89.4
50,581.4,67.1
0,559,111.8
50,514.3,89.4
50,603.7,134.2
100,559,111.8
0,491.9,134.2
100,491.9,134.2
100,581.4,178.9
0,581.4,178.9
50,536.7,156.5
0,491.9,134.2
100,491.9,134.2
100,581.4,178.9
0,581.4,178.9
50,536.7,156.5
0,514.3,201.2
50,469.6,178.9
50,559,223.6
100,514.3,201.2
0,447.2,223.6
100,447.2,223.6
100,536.7,268.3
0,536.7,268.3
50,491.9,246
0,447.2,223.6
100,447.2,223.6
100,536.7,268.3
0,536.7,268.3
50,491.9,246
0,469.6,290.7
50,424.9,268.3
50,514.3,313
100,469.6,290.7
0,402.5,313
100,402.5,313
100,491.9,357.8
0,491.9,357.8
50,447.2,335.4
0,402.5,313
100,402.5,313
100,491.9,357.8
0,491.9,357.8
50,447.2,335.4
0,424.9,380.1
50,380.1,357.8
50,469.6,402.5
100,424.9,380.1
0,357.8,402.5
100,357.8,402.5
100,447.2,447.2
0,447.2,447.2
50,402.5,424.9
0,357.8,402.5
100,357.8,402.5
100,447.2,447.2
0,447.2,447.2
50,402.5,424.9
0,380.1,469.6
50,335.4,447.2
50,424.9,491.9
100,380.1,469.6
0,313,491.9
100,313,491.9
100,402.5,536.7
0,402.5,536.7
50,357.8,514.3
0,313,491.9
100,313,491.9
100,402.5,536.7
0,402.5,536.7
50,357.8,514.3
0,335.4,559
50,290.7,536.7
50,380.1,581.4
100,335.4,559
0,268.3,581.4
100,268.3,581.4
100,357.8,626.1
0,357.8,626.1
50,313,603.7
0,268.3,581.4
100,268.3,581.4
100,357.8,626.1
0,357.8,626.1
50,313,603.7
